step,loss,ema_loss,val_loss,lr,tokens_per_sec
8240,2.811329,3.141877,,0.00000800,3853.30
8260,3.481756,3.184556,,0.00000800,3786.58
8280,3.282576,3.171683,,0.00000800,3734.52
8300,3.045573,3.128767,3.910900,0.00000800,3503.74
8320,2.992249,3.122692,,0.00000800,3365.48
8340,3.187076,3.153972,,0.00000800,3406.22
8360,3.497637,3.255870,,0.00000800,3440.73
8380,3.056002,3.206769,,0.00000800,3417.35
8400,2.713915,3.209094,3.813733,0.00000800,3356.32
8420,3.236511,3.147397,,0.00000800,3153.32
8440,3.305793,3.124980,,0.00000800,3424.57
8460,3.302752,3.138907,,0.00000800,3198.76
8480,3.196474,3.135597,,0.00000800,3358.10
8500,3.064714,3.189000,3.314339,0.00000800,3322.94
8520,3.142254,3.222957,,0.00000800,3253.70
8540,2.619242,3.120241,,0.00000800,3355.06
8560,3.223255,3.148486,,0.00000800,3379.64
8580,3.151492,3.148557,,0.00000800,3412.57
8600,3.372021,3.117094,3.787287,0.00000800,3330.54
8620,3.374808,3.091608,,0.00000800,3360.07
8640,3.194616,3.178375,,0.00000800,3444.54
8660,2.878712,3.093601,,0.00000800,3451.76
8680,3.026965,3.122624,,0.00000800,3497.76
8700,3.454718,3.122025,4.340815,0.00000800,3363.00
8720,3.210075,3.168998,,0.00000800,3382.14
8740,3.384421,3.182268,,0.00000800,3123.40
8760,3.168728,3.143788,,0.00000800,3059.65
8780,2.795890,3.130487,,0.00000800,3307.22
8800,3.197723,3.145572,3.871665,0.00000800,3138.75
8820,3.378428,3.139298,,0.00000800,3199.94
8840,3.368715,3.144322,,0.00000800,3063.43
8860,3.431760,3.228703,,0.00000800,3201.31
8880,3.231843,3.117084,,0.00000800,3139.45
8900,3.537358,3.108621,3.730266,0.00000800,2980.26
8920,3.343835,3.167746,,0.00000800,3234.30
8940,3.149370,3.127122,,0.00000800,3087.32
8960,2.879780,3.121630,,0.00000800,3254.11
8980,3.476865,3.171296,,0.00000800,3389.25
