step,loss,ema_loss,val_loss,lr,tokens_per_sec
20,7.824706,7.835156,,0.00000210,1652.16
40,7.804021,7.817723,,0.00000410,1856.86
60,7.730466,7.781521,,0.00000610,1912.10
80,7.662269,7.723220,,0.00000810,1808.89
100,7.552608,7.645994,,0.00001010,1710.36
120,7.363484,7.540576,,0.00001210,1824.31
