step,loss,ema_loss,val_loss,lr,tokens_per_sec
10940,1.625946,1.784891,,0.00002256,2107.76
10960,1.380979,1.718708,,0.00002243,2110.37
10980,1.144254,1.714443,,0.00002230,2107.96
11000,2.344799,1.779359,3.143556,0.00002216,2110.35
11020,1.793620,1.755900,,0.00002203,2121.17
11040,2.263636,1.801191,,0.00002190,2112.64
11060,1.750691,1.755690,,0.00002177,2103.21
11080,2.272762,1.860402,,0.00002164,2105.42
11100,1.672266,1.799213,,0.00002151,2097.54
11120,2.173434,1.779026,,0.00002137,2110.50
11140,1.591708,1.786832,,0.00002124,2123.87
11160,1.855157,1.829019,,0.00002111,2111.59
11180,1.820851,1.753116,,0.00002098,2137.67
11200,1.972358,1.786163,2.673949,0.00002085,2116.14
11220,1.218169,1.747457,,0.00002072,2088.17
11240,1.610079,1.780899,,0.00002059,2113.13
11260,1.223254,1.742501,,0.00002046,2122.68
11280,2.088121,1.802303,,0.00002034,2093.42
11300,1.688670,1.782694,,0.00002021,2115.96
11320,1.627376,1.739958,,0.00002008,2089.44
11340,2.219450,1.743739,,0.00001995,2085.29
11360,1.656263,1.742001,,0.00001982,2077.82
11380,1.862050,1.682742,,0.00001970,2095.33
11400,1.784320,1.629517,3.090108,0.00001957,2064.26
11420,1.311690,1.644733,,0.00001944,2096.13
11440,1.390609,1.697507,,0.00001931,2123.37
11460,1.796913,1.768108,,0.00001919,2132.88
11480,1.608519,1.722931,,0.00001906,2121.67
11500,1.507297,1.664740,,0.00001894,2118.88
11520,1.754814,1.754663,,0.00001881,2115.14
11540,1.933377,1.726143,,0.00001869,2104.38
11560,1.735460,1.762880,,0.00001856,2121.71
11580,2.322784,1.813608,,0.00001844,2120.61
11600,1.855827,1.726881,2.917520,0.00001831,2124.76
11620,2.066374,1.749653,,0.00001819,2099.67
11640,1.851143,1.753298,,0.00001806,2120.82
11660,1.615852,1.774637,,0.00001794,2114.94
11680,1.352094,1.727612,,0.00001782,2114.47
11700,1.821619,1.664151,,0.00001769,2137.92
11720,2.030601,1.664137,,0.00001757,2118.97
11740,2.291405,1.730971,,0.00001745,2133.08
11760,1.435191,1.690101,,0.00001733,2146.83
11780,1.412104,1.702244,,0.00001721,2141.93
11800,1.897669,1.754375,3.699023,0.00001708,2106.14
11820,0.893833,1.663603,,0.00001696,2084.62
11840,1.700431,1.742990,,0.00001684,2126.03
11860,1.713047,1.774853,,0.00001672,2140.33
11880,1.616116,1.694518,,0.00001660,2136.75
11900,2.012848,1.735964,,0.00001648,2099.66
11920,1.874559,1.671004,,0.00001636,2118.48
11940,1.438502,1.689681,,0.00001624,2136.79
11960,2.190172,1.727330,,0.00001613,2139.11
11980,2.308532,1.773414,,0.00001601,2118.97
12000,1.599410,1.836900,2.182150,0.00001589,2092.78
12020,1.772584,1.786211,,0.00001577,2090.59
12040,1.976335,1.676404,,0.00001565,2128.49
12060,1.431148,1.687481,,0.00001554,2133.59
12080,1.833537,1.632961,,0.00001542,2132.98
12100,1.858239,1.703470,,0.00001530,2128.74
12120,1.437805,1.684094,,0.00001519,2127.72
12140,1.209285,1.647559,,0.00001507,2125.13
12160,1.658375,1.693677,,0.00001496,2122.70
12180,1.493891,1.709360,,0.00001484,2133.00
12200,1.557591,1.698265,3.249471,0.00001473,2081.48
12220,1.343210,1.679781,,0.00001461,2049.06
12240,1.700425,1.642337,,0.00001450,2117.60
12260,1.365513,1.708576,,0.00001438,2123.30
12280,1.743155,1.645951,,0.00001427,2117.68
12300,1.322580,1.619514,,0.00001416,2127.46
12320,2.164800,1.674409,,0.00001404,2112.68
12340,1.521112,1.672131,,0.00001393,2122.83
12360,1.869688,1.683711,,0.00001382,2115.32
12380,1.671654,1.630287,,0.00001371,2130.69
12400,1.923058,1.629086,2.599208,0.00001360,2117.89
12420,2.038619,1.744049,,0.00001349,2098.92
12440,1.572295,1.663112,,0.00001338,2138.56
12460,1.799740,1.712266,,0.00001327,2083.89
12480,1.545505,1.744143,,0.00001316,2096.51
12500,1.839597,1.805145,,0.00001305,2115.40
12520,1.437242,1.759668,,0.00001294,2096.11
12540,1.675390,1.702302,,0.00001283,2101.93
12560,1.814315,1.683870,,0.00001272,2114.04
12580,2.228852,1.702572,,0.00001261,2117.23
12600,1.374082,1.625565,2.584863,0.00001251,2115.75
12620,1.777749,1.712036,,0.00001240,2097.64
12640,1.508599,1.715121,,0.00001229,2104.45
12660,1.538945,1.722739,,0.00001218,2129.63
12680,2.097795,1.724826,,0.00001208,2124.56
12700,1.845090,1.682376,,0.00001197,2124.03
12720,1.918033,1.695267,,0.00001187,2127.69
12740,1.631857,1.812168,,0.00001176,2135.15
12760,1.438985,1.704825,,0.00001166,2144.64
12780,1.765495,1.748986,,0.00001155,2135.34
12800,1.520509,1.669941,3.695712,0.00001145,2127.11
12820,1.694403,1.701065,,0.00001135,2097.73
12840,1.658159,1.639697,,0.00001124,2112.13
12860,1.429353,1.604180,,0.00001114,2130.86
12880,1.828328,1.653982,,0.00001104,2142.78
12900,1.493677,1.609042,,0.00001094,2116.81
12920,2.010200,1.732890,,0.00001084,2083.19
12940,1.632724,1.715161,,0.00001074,2102.09
12960,1.556961,1.692245,,0.00001063,2094.78
12980,1.861294,1.681211,,0.00001053,2115.21
13000,1.755750,1.708965,3.260156,0.00001043,2119.22
13020,1.481046,1.730068,,0.00001034,2128.44
13040,1.639898,1.714393,,0.00001024,2129.76
13060,2.047981,1.660979,,0.00001014,2136.22
13080,1.965715,1.685933,,0.00001004,2128.37
13100,1.617964,1.697909,,0.00000994,2130.71
13120,2.092989,1.720331,,0.00000984,2124.57
13140,1.693346,1.686354,,0.00000975,2105.86
13160,1.658213,1.709902,,0.00000965,2100.56
13180,1.724658,1.709518,,0.00000955,2112.64
13200,1.983414,1.765915,3.339422,0.00000946,2095.96
13220,1.738263,1.805977,,0.00000936,2076.77
13240,1.519423,1.724375,,0.00000927,2111.77
13260,1.957068,1.723721,,0.00000917,2124.82
13280,1.352927,1.763680,,0.00000908,2130.97
13300,1.970166,1.737861,,0.00000899,2091.11
13320,1.754767,1.702189,,0.00000889,2119.26
13340,1.681802,1.765811,,0.00000880,2104.43
13360,1.809169,1.752836,,0.00000871,2135.77
13380,2.015180,1.810765,,0.00000862,2113.70
13400,1.441068,1.716539,2.601234,0.00000853,2097.36
13420,1.757713,1.715918,,0.00000843,2112.18
13440,1.999654,1.764843,,0.00000834,2097.40
13460,1.825137,1.748391,,0.00000825,2053.41
13480,1.776313,1.701761,,0.00000816,2120.58
13500,1.826051,1.732343,,0.00000807,2113.50
13520,1.497572,1.663781,,0.00000800,2110.31
13540,1.752260,1.711544,,0.00000800,2104.59
13560,1.885602,1.671546,,0.00000800,2115.66
13580,1.661714,1.715878,,0.00000800,2093.46
13600,2.466213,1.770492,3.481728,0.00000800,2104.37
13620,1.289424,1.706741,,0.00000800,2085.58
13640,1.712502,1.685571,,0.00000800,2111.09
13660,1.232016,1.717488,,0.00000800,2115.74
13680,1.641897,1.721097,,0.00000800,2119.89
13700,2.278055,1.742419,,0.00000800,2105.33
13720,1.441469,1.773771,,0.00000800,2090.26
13740,1.651722,1.696223,,0.00000800,2111.16
13760,2.034776,1.741739,,0.00000800,2073.98
13780,1.645354,1.698312,,0.00000800,2124.52
13800,1.932604,1.672479,3.123470,0.00000800,2109.95
13820,1.803526,1.614959,,0.00000800,2118.69
13840,1.487908,1.626229,,0.00000800,2103.78
13860,1.963057,1.642458,,0.00000800,2106.62
13880,1.727557,1.645876,,0.00000800,2119.27
13900,1.233673,1.645001,,0.00000800,2118.36
13920,1.750691,1.660489,,0.00000800,2120.80
13940,2.041913,1.683993,,0.00000800,2133.43
13960,1.618324,1.682030,,0.00000800,2135.15
13980,1.641826,1.758214,,0.00000800,2138.36
14000,1.454448,1.749816,3.115285,0.00000800,2107.59
14020,1.718573,1.702962,,0.00000800,2083.98
14040,1.484808,1.677365,,0.00000800,2083.01
14060,1.983030,1.702997,,0.00000800,2090.68
14080,1.471986,1.687102,,0.00000800,2068.45
14100,2.568465,1.745883,,0.00000800,2117.21
14120,1.972218,1.663244,,0.00000800,2097.52
14140,1.695781,1.714185,,0.00000800,2109.10
14160,1.928574,1.764888,,0.00000800,2132.50
14180,2.425968,1.744112,,0.00000800,2106.89
14200,1.564853,1.687958,3.265029,0.00000800,2121.33
14220,1.179920,1.613746,,0.00000800,2116.43
14240,1.445788,1.628152,,0.00000800,2120.21
14260,1.510879,1.664868,,0.00000800,2138.53
14280,2.180771,1.722141,,0.00000800,2130.43
14300,1.672688,1.720772,,0.00000800,2089.52
14320,1.855276,1.684385,,0.00000800,2054.74
14340,2.001386,1.709346,,0.00000800,2097.50
14360,1.846458,1.720017,,0.00000800,2122.61
14380,1.682070,1.635942,,0.00000800,2077.94
14400,1.618818,1.699015,3.271961,0.00000800,2072.34
14420,1.504657,1.759497,,0.00000800,2062.96
14440,2.074130,1.779131,,0.00000800,2102.87
14460,1.884221,1.698808,,0.00000800,2111.18
14480,1.523380,1.667762,,0.00000800,2125.77
14500,1.241857,1.670374,,0.00000800,2111.66
14520,1.394925,1.661471,,0.00000800,2092.59
14540,1.451571,1.631178,,0.00000800,2122.27
14560,2.286892,1.653568,,0.00000800,2123.39
14580,1.600091,1.644742,,0.00000800,2127.32
14600,1.932629,1.695674,2.938277,0.00000800,2085.68
14620,1.560256,1.691454,,0.00000800,2092.78
14640,1.551508,1.663895,,0.00000800,2105.79
14660,1.726450,1.652007,,0.00000800,2129.27
14680,2.003191,1.691409,,0.00000800,2116.24
14700,1.617496,1.665886,,0.00000800,2121.43
14720,1.832909,1.718705,,0.00000800,2125.39
14740,1.780264,1.663559,,0.00000800,2130.77
14760,1.572873,1.641729,,0.00000800,2135.30
14780,1.326668,1.681317,,0.00000800,2099.85
14800,1.719565,1.676895,3.289700,0.00000800,2096.50
14820,1.747046,1.645698,,0.00000800,2091.71
14840,2.109315,1.669041,,0.00000800,2123.40
14860,1.406724,1.677092,,0.00000800,2113.33
14880,1.582381,1.674417,,0.00000800,2132.81
14900,1.415864,1.709044,,0.00000800,2109.36
14920,1.702715,1.636410,,0.00000800,2094.26
14940,1.613833,1.619154,,0.00000800,2110.46
14960,2.060020,1.726829,,0.00000800,2123.51
14980,1.804658,1.673601,,0.00000800,2131.53
15000,2.542892,1.726446,3.464890,0.00000800,2084.57
15020,1.156762,1.704903,,0.00000800,2086.11
15040,1.391888,1.646419,,0.00000800,2115.63
15060,1.382463,1.653474,,0.00000800,2090.71
15080,2.062430,1.747453,,0.00000800,2109.20
15100,1.388432,1.654686,,0.00000800,2132.62
15120,2.210894,1.681759,,0.00000800,2089.36
15140,1.563197,1.628486,,0.00000800,2104.86
15160,1.565655,1.612391,,0.00000800,2137.23
15180,2.358083,1.708031,,0.00000800,2134.25
15200,2.208199,1.715547,3.108500,0.00000800,2116.89
15220,2.092574,1.746688,,0.00000800,2077.47
15240,2.150615,1.735713,,0.00000800,2087.29
15260,1.269655,1.676738,,0.00000800,1848.55
15280,1.332286,1.651763,,0.00000800,2120.82
15300,1.469742,1.647198,,0.00000800,2109.96
15320,1.495498,1.708809,,0.00000800,2106.41
15340,1.708594,1.688947,,0.00000800,2107.58
15360,1.666212,1.680166,,0.00000800,2109.33
15380,1.558953,1.625214,,0.00000800,2096.90
15400,1.502288,1.688795,2.969108,0.00000800,2104.76
15420,2.251145,1.688602,,0.00000800,2092.89
15440,2.285355,1.745984,,0.00000800,2118.68
15460,1.517451,1.742888,,0.00000800,2127.36
15480,1.435687,1.742091,,0.00000800,2127.47
15500,1.678402,1.684773,,0.00000800,2129.36
15520,1.982763,1.756752,,0.00000800,2108.48
15540,1.299586,1.653951,,0.00000800,2105.24
15560,1.827575,1.726721,,0.00000800,2110.71
15580,1.673373,1.700511,,0.00000800,2102.48
15600,1.964612,1.673781,3.386972,0.00000800,2108.50
15620,1.945996,1.669286,,0.00000800,2095.64
15640,1.577620,1.690107,,0.00000800,2099.10
15660,1.425249,1.755194,,0.00000800,2115.10
15680,1.699103,1.760945,,0.00000800,2075.64
15700,1.691291,1.738900,,0.00000800,2088.26
15720,1.366877,1.631204,,0.00000800,2096.23
15740,1.804992,1.629518,,0.00000800,2115.44
15760,1.831039,1.646422,,0.00000800,2098.51
15780,1.986069,1.637831,,0.00000800,2090.77
15800,2.102360,1.741817,3.111847,0.00000800,2088.63
15820,1.659999,1.641937,,0.00000800,2096.61
15840,1.422865,1.646590,,0.00000800,2117.69
15860,1.987133,1.663507,,0.00000800,2146.79
15880,1.331068,1.671170,,0.00000800,2113.39
15900,2.048216,1.692472,,0.00000800,2099.92
15920,1.540261,1.676671,,0.00000800,2070.17
15940,1.628873,1.634551,,0.00000800,2093.85
15960,1.675807,1.653803,,0.00000800,2131.80
15980,1.805936,1.652207,,0.00000800,2113.36
16000,1.685868,1.616902,3.024978,0.00000800,2086.08
16020,1.148587,1.640018,,0.00000800,2096.96
16040,1.504171,1.735149,,0.00000800,2038.10
16060,1.895702,1.676264,,0.00000800,2106.38
16080,2.162188,1.674468,,0.00000800,2126.71
16100,1.246781,1.711415,,0.00000800,2089.40
16120,1.660619,1.627165,,0.00000800,2098.90
16140,1.264033,1.704166,,0.00000800,2106.92
16160,1.858965,1.676373,,0.00000800,2111.06
16180,1.428172,1.663749,,0.00000800,2123.85
16200,2.090964,1.693520,2.860836,0.00000800,2137.67
16220,2.547112,1.713502,,0.00000800,2124.59
16240,1.565590,1.689671,,0.00000800,2109.31
16260,1.757726,1.709275,,0.00000800,2118.99
16280,1.345161,1.750694,,0.00000800,2122.92
16300,1.712333,1.722344,,0.00000800,2094.78
16320,1.409168,1.673561,,0.00000800,2103.53
16340,1.496528,1.613430,,0.00000800,2118.10
16360,1.604465,1.620947,,0.00000800,2127.48
16380,1.859278,1.658056,,0.00000800,2129.42
16400,1.348143,1.711648,3.643854,0.00000800,2088.15
16420,1.523015,1.700143,,0.00000800,2113.68
16440,1.929567,1.699304,,0.00000800,2132.79
16460,2.060919,1.666868,,0.00000800,2124.99
16480,1.811323,1.659385,,0.00000800,2134.03
16500,1.723051,1.720410,,0.00000800,2138.91
16520,1.538974,1.642623,,0.00000800,2122.24
16540,1.285183,1.718359,,0.00000800,2116.06
16560,1.524494,1.677341,,0.00000800,2053.45
16580,1.991952,1.717160,,0.00000800,2116.15
16600,1.444084,1.667902,3.447868,0.00000800,2123.22
16620,1.904052,1.705797,,0.00000800,2097.71
16640,1.417382,1.717638,,0.00000800,2118.96
16660,1.397163,1.701183,,0.00000800,2123.93
16680,1.511436,1.680260,,0.00000800,2115.51
16700,1.686127,1.658933,,0.00000800,2103.30
16720,1.471946,1.625792,,0.00000800,2104.99
16740,1.664336,1.607612,,0.00000800,2111.57
16760,1.143198,1.702386,,0.00000800,2098.54
16780,1.895911,1.677107,,0.00000800,2121.41
16800,1.487695,1.701970,3.274084,0.00000800,2103.19
16820,1.733869,1.710788,,0.00000800,2096.66
16840,1.776157,1.745987,,0.00000800,2092.99
16860,1.113904,1.738882,,0.00000800,2114.04
16880,1.715451,1.679240,,0.00000800,2127.93
16900,1.968152,1.705172,,0.00000800,2094.74
16920,1.429398,1.675422,,0.00000800,2062.09
16940,1.980204,1.771051,,0.00000800,2115.44
16960,1.328647,1.699893,,0.00000800,2063.57
16980,1.323183,1.662579,,0.00000800,2098.50
17020,1.459303,1.642825,,0.00000630,1972.71
17040,1.307040,1.641470,,0.00001230,2147.27
17060,1.567918,1.657112,,0.00001830,2155.77
17080,1.803875,1.601759,,0.00002430,2117.72
17100,1.727740,1.690390,,0.00002925,2110.97
17120,1.267381,1.637746,,0.00002893,2122.87
17140,2.037590,1.767216,,0.00002855,2140.46
17160,1.801215,1.679119,,0.00002812,2140.60
17180,1.550330,1.694541,,0.00002764,2155.04
17200,1.847211,1.658380,2.086998,0.00002711,2135.04
17220,1.815830,1.671642,,0.00002653,2117.62
17240,1.914708,1.681066,,0.00002590,2146.39
17260,1.397045,1.674240,,0.00002523,2145.32
17280,1.423736,1.707643,,0.00002453,2108.45
17300,1.353812,1.649213,,0.00002378,2130.44
17320,1.998482,1.591018,,0.00002300,2143.50
17340,2.029478,1.643263,,0.00002218,2133.20
17360,1.104210,1.609712,,0.00002134,2145.11
17380,2.022115,1.615174,,0.00002048,2136.94
17400,1.534679,1.604235,3.596370,0.00001959,2137.49
17420,2.012229,1.641174,,0.00001868,2131.17
17440,1.141786,1.635341,,0.00001776,2111.17
17460,1.752231,1.704541,,0.00001683,2122.28
17480,1.722959,1.682256,,0.00001589,2123.56
17500,2.033775,1.714335,,0.00001495,2146.31
17520,1.473728,1.604930,,0.00001401,2119.55
17540,1.312922,1.585100,,0.00001307,2153.14
17560,1.596023,1.675050,,0.00001214,2164.36
17580,1.818810,1.677859,,0.00001122,2156.31
17600,1.602148,1.644680,2.802666,0.00001032,2133.28
17620,1.793042,1.643370,,0.00000943,2126.38
17640,1.178084,1.582351,,0.00000857,2154.24
17660,1.141820,1.607160,,0.00000773,2146.41
17680,1.603375,1.655320,,0.00000692,2148.78
17700,1.668646,1.626326,,0.00000615,2123.08
17720,1.359267,1.636853,,0.00000540,2126.51
17740,2.178341,1.677970,,0.00000470,2148.54
17760,1.723252,1.720545,,0.00000403,2158.75
17780,1.680040,1.762042,,0.00000341,2105.29
17800,1.603356,1.663729,2.862758,0.00000300,2091.43
17820,1.656926,1.735444,,0.00000300,2110.28
17840,1.361787,1.714380,,0.00000300,2132.05
17860,1.619292,1.697689,,0.00000300,2110.61
17880,1.940807,1.670275,,0.00000300,2145.77
17900,1.317613,1.685147,,0.00000300,2142.29
17920,1.712562,1.632352,,0.00000300,2143.08
17940,2.111935,1.646183,,0.00000300,2158.02
17960,1.129650,1.570948,,0.00000300,2160.32
17980,1.600042,1.614786,,0.00000300,2148.01
